step,rpx,rpy,rpz,area,tpx,tpy,tpz
0.0,0.0001486128704528739,-0.0002713842824658783,-0.13698853905262237,3.7733340294656053,0.08743395424373283,0.0684965880157518,1.069017318615241
40.0,0.00015667190002420918,-0.0003055074842119517,-0.13663586623185214,3.406571224185526,0.08740119595806772,0.06826221266057676,1.0690438090002312
80.0,3.684251102473579e-05,-0.0007804893588219692,-0.1344770010761689,3.566510799105881,0.0876206898039437,0.06623627431274931,1.0693161531564173
120.0,0.005324970824732964,-0.0012053871856936493,-0.1332344965571004,5.158623781256547,0.08308195164935349,0.06447511657002923,1.072665279390962
160.0,0.026362956074929562,0.001388601700051009,-0.13337727857977144,8.041854818903188,0.06340830304825298,0.06227683784807722,1.0821034682075965
200.0,0.04165393084648501,0.017152684443367636,-0.12718861150894156,0.05135140699596333,0.042532821885498895,0.058155869242977686,1.07531631248583
240.0,0.03297701166058023,0.027398721412126834,-0.11528789588713395,0.19418506808676425,0.043959546087855274,0.04760332499163308,1.0612696797421268
280.0,0.03281239621677404,0.02872575544458654,-0.1116599601388355,0.12115868435618242,0.043317627876055816,0.044099681883377484,1.0598677241611807
320.0,0.03262581399825974,0.028658735530870824,-0.1118708956703528,0.10629011976056864,0.04348124529217038,0.044222761310719644,1.0598785584922599
360.0,0.017310497513600587,0.029702903650356008,-0.1156648991914268,0.04408352168691399,0.056319929916279675,0.04905784600708115,1.0510100737318766
400.0,-0.027779072867595636,0.03156631063334836,-0.11659367972455481,1.021951871633063,0.09415755043665706,0.052548315075078594,1.0252314864888354
440.0,-0.060770846200555145,0.028415005858363346,-0.11841408806474657,1.1576866154478085,0.12531168981599977,0.0550709849315513,1.0098588198178862
480.0,-0.07876268468233535,0.024610285242495963,-0.12031761211666067,1.2711196708769703,0.14325186343175444,0.05697316015629764,1.0034668486221543
520.0,-0.06644016789256757,0.026060474813956125,-0.12302192351813182,1.292481969421423,0.1317239300200044,0.0597058945022487,1.0090478440592257
560.0,-0.01846240509263109,0.02858298640424768,-0.12645527101853377,0.7582640088059264,0.08801774934026037,0.061608355101287225,1.0333284297095953
