step,rpx,rpy,rpz,area,tpx,tpy,tpz
600.0,0.01310052883458468,0.02613187077004512,-0.1266608007640262,0.048725063516139595,0.06249598673704678,0.05991761381944408,1.0523107618367946
640.0,0.04324661307738081,0.019207117762520327,-0.1265212472159909,0.06497344575967068,0.04038879068023219,0.05716124934416197,1.0744549703998851
680.0,0.05876170034066758,0.01403378740971633,-0.1268354776619556,1.0544572890694934,0.030191710943568557,0.05614185195839111,1.0869804998891108
720.0,0.04273744220111937,0.018635854359992633,-0.12816385456406337,0.03202195750678044,0.04108095041499228,0.05887453360856929,1.0749446599898709
760.0,-0.0017895532659239475,0.02705942525121964,-0.12826306544082788,0.27711293624251787,0.07475814680755681,0.06234846043970496,1.0437659739051106
800.0,-0.04355107770644005,0.027577692042643875,-0.128132401432551,1.10658331063731,0.11040015172830002,0.06402074879764803,1.0208564903364428
840.0,-0.07140544775102345,0.02372510454584984,-0.1285217765419245,1.2335836969703429,0.1373369347677394,0.0647531970911061,1.0088905208547418
880.0,-0.06270553072707709,0.025069434427840646,-0.12882080321571218,1.2376799105271372,0.1290112679573295,0.06515026473782592,1.0125049307787586
920.0,-0.010000657773987596,0.02786127491170163,-0.12798559249124808,0.49686616055014743,0.08126974206269665,0.06252757547322797,1.0387687725143753
960.0,0.026024892077538095,0.023628429823086723,-0.12691972295990483,0.025271335837120133,0.05256887160354901,0.05899969577169858,1.0617319070178126
1000.0,0.04419417804402129,0.019191525889491745,-0.12655368149205276,0.04597903301535407,0.03955433717946314,0.057086365797982076,1.07515964237524
1040.0,0.05829665745391843,0.014410245148652148,-0.12726149727007965,1.0950458355635206,0.030399576674061336,0.0566174040722755,1.0865920289198245
1080.0,0.0614670536439178,0.00557012342648781,-0.13136928181605806,2.560332916514728,0.032590909862396995,0.06004382847487363,1.0959534169159173
1120.0,0.05915917611341297,-0.005012562268814318,-0.13494180546793083,45.999817700013956,0.03740552260393707,0.0582816285683587,1.1065825761128174
1160.0,0.04098604612950457,-0.006944473235368974,-0.1372346344303612,57.67703829593495,0.05298526165563194,0.062246720505333177,1.0993953642651981
1200.0,0.002910040168119416,-0.010007831942656722,-0.13915541705233603,3.4373646724941107,0.08973026751424422,0.07102110854826556,1.0797235850715825
1240.0,-0.027935892721036262,-0.00919812666560817,-0.13904169818923895,0.7232532878377196,0.11650532979284266,0.07157332139644773,1.0622622203273686
1280.0,-0.05230100453767675,-0.009971108932163835,-0.13946251447014246,0.4071402066880364,0.13795235017672683,0.0729438345291427,1.0496298622360851
1320.0,-0.06086903216517288,-0.010203365122585437,-0.13975366155638655,0.5009021399725608,0.14563720591258522,0.0735291488098949,1.0451044774160858
1360.0,-0.039270954998367455,-0.012733061976526242,-0.14082197709072175,1.2498529014208533,0.12828549316060042,0.07368019761087814,1.05922292555226
1400.0,0.0028239772006570943,-0.015836247718525674,-0.14092318622536,4.979422400737831,0.09286622636221116,0.07084755773788531,1.0850774307192894
1440.0,0.035900983785220636,-0.019634358209060912,-0.14036666188955804,26.915330555411664,0.06469905368705205,0.06665434283975101,1.106962104647142
1480.0,0.0682329728878285,-0.02125568935219744,-0.13912915241374277,0.5635217654884223,0.03893117406476246,0.06662538467866007,1.1240378965236453
1520.0,0.07955826021194096,-0.02275889037910958,-0.13861901629403237,2.880994280161457,0.03165609888394254,0.06528673768561932,1.1302177009441488
1560.0,0.06269211535029182,-0.02231002633824642,-0.1401565504682244,69.0204915822675,0.04200570752883633,0.0626600013677253,1.1242083818077024
1600.0,0.02588133331997225,-0.018794360869351982,-0.14072499288724966,37.42494810635463,0.07246442371020174,0.06744703365415483,1.1014905233317744
1640.0,-0.012767457531620802,-0.014450675974772242,-0.14078966823985112,0.3658605247541946,0.10654462603936597,0.07261689362048472,1.0750382173204585
1680.0,-0.04790294282473692,-0.012885428508978974,-0.14038080957738996,0.2638077203661515,0.1360220947112782,0.07362098558635208,1.0546045351301254
1720.0,-0.06345112768857743,-0.013201268229781061,-0.14046564798344902,0.45430803430293787,0.14956573656097785,0.07403468134555362,1.0465178491834077
1760.0,-0.035938248253344726,-0.018222221793294503,-0.14148576192759366,0.9647163783064137,0.12855713100556393,0.07399104538928673,1.0657617931042087
1800.0,0.007820738793641325,-0.025524319038538953,-0.1416006974233972,5.021372949634295,0.09334014331985284,0.07260186155992086,1.0962409691236072
1840.0,0.04088656649195169,-0.029379025856435773,-0.14123043399514285,92.51217437063681,0.06346903917497616,0.06435448897783878,1.1195486862980448
1880.0,0.05560414005017557,-0.04109773039526973,-0.14116346084161727,47.194710728542674,0.05815597103857261,0.06349176376077204,1.1363937680843998
1920.0,0.05759030356432471,-0.0600703089450976,-0.1403032483337956,6.93568737740133,0.06898590286007357,0.05958484064814206,1.1516819368253841
1960.0,0.04811128156959117,-0.06366575537426329,-0.13934526362222008,45.657395648380415,0.07602371931640634,0.060575097077730074,1.1517883582867814
2000.0,0.01835755308825185,-0.0664075892915764,-0.1361828196895073,72.63622810022503,0.10191942275036453,0.06051380099650953,1.1391845269562146
2040.0,-0.0137569324274066,-0.06262748070335296,-0.13549080891016804,24.001595824014952,0.1304810946374746,0.0642637858527386,1.1176288056762187
2080.0,-0.04171439084157269,-0.058916783314855906,-0.13642388086271756,9.437944461685872,0.15433858765191527,0.0670929784237567,1.0984852230143576
2120.0,-0.06460889085441895,-0.05675129452658145,-0.13828423662860642,5.660065394239297,0.17372545373351586,0.06962011992730109,1.0838203638745938
2160.0,-0.06871052340154755,-0.05538798910355745,-0.13888255230803845,4.008602777031822,0.17682266906734467,0.07031479696866279,1.0803088706075172
2200.0,-0.04088971633386139,-0.057690934440804226,-0.13737607235493046,12.781082690657938,0.15291956863853906,0.06831906605975088,1.0979262735011195
2240.0,0.005793385685914925,-0.06186851490868671,-0.1365747084744686,5.970966350929764,0.11411352130030122,0.0652930201798142,1.1267019035730572
2280.0,0.04599949308948549,-0.06354723334688438,-0.1385915628864627,42.203725473469916,0.07793881586779859,0.06005467936334056,1.1505775267901932
2320.0,0.07474271169369334,-0.06568347501504027,-0.14021309260439765,37.80461563955208,0.05941574388481999,0.06404199585398528,1.1643628177674297
2360.0,0.06615705116145947,-0.0642683418411993,-0.1397865463680924,1.7872057444938496,0.06340802977814464,0.06410661084367893,1.1612147032639808
2400.0,0.021385413311544067,-0.06016869423608559,-0.13688548104504825,96.67666994502406,0.09542511584990192,0.06075083482734592,1.1360671928353978
2440.0,-0.020144881512089916,-0.056591681639614116,-0.1362925692915279,11.885473852453092,0.13390494037280085,0.06683951572974507,1.1085669462997696
2480.0,-0.05537536783455339,-0.048671873723127645,-0.13838084793260688,4.167403569883218,0.161276719734028,0.06987936497714532,1.0819508916514222
2520.0,-0.058234028439796526,-0.04810754012242967,-0.13877390267825135,4.046774691432624,0.1635858671098401,0.07035212862337481,1.0799024088587068
2560.0,-0.019503981910631914,-0.054223339342748214,-0.13715896293705898,14.387664303768128,0.13191843037383086,0.06759189482382048,1.1068802322196103
2600.0,0.025579516452538933,-0.055179628113346965,-0.1379339306058471,6.051484969682574,0.09293161697379528,0.06638203372053786,1.1318681884494903
2640.0,0.05586697856515335,-0.06096269869169939,-0.1392913162527625,7.493973584105642,0.07072334768124593,0.05867211633860673,1.1516865580001874
2680.0,0.06287045867413879,-0.08748694118226623,-0.13608968437423805,118.81751146580656,0.07358016333766071,0.05386915910548412,1.1812780612201088
2720.0,0.05460593274570892,-0.09475830970830135,-0.13248183646077383,10.340519959000366,0.08656292444085538,0.05721144431954317,1.1846388898211826
2760.0,0.03155453676957175,-0.08181499709584622,-0.13217304360593243,62.1929041596919,0.0987110969702129,0.05315287011030972,1.1590658869546675
2800.0,-0.01609040987874806,-0.07073811686975726,-0.1317388694849132,20.568991057364236,0.13712859195347674,0.060983250485602915,1.1232367535330758
2840.0,-0.05170248325042576,-0.07385618463930922,-0.13169933529806443,15.231453986847395,0.17069104385986558,0.062449371012510996,1.1060231545586128
2880.0,-0.058554000920222574,-0.07531746467236518,-0.13212419035592177,14.082599098548604,0.177709294892889,0.06295927463852317,1.103405389732212
2920.0,-0.032007673504687674,-0.07095924658379402,-0.13224723703082983,23.695150945640915,0.1511502426410041,0.06181201324958999,1.1147294992091379
2960.0,0.013542935565459616,-0.07529712089335547,-0.13207428774361976,84.2503125615478,0.11047055545354682,0.05610654097331234,1.144329672150928
3000.0,0.055678783872447596,-0.08177679475811205,-0.13562845542172977,5.014893378575102,0.082426938692789,0.059557874626165165,1.1701655611385826
3040.0,0.08187685603113237,-0.08335047998434698,-0.13847840041642223,14.789327697061502,0.057171856821558946,0.061576373755980164,1.1868180841591558
3080.0,0.05720803889801719,-0.08368832763964243,-0.13518066327280873,0.43872461156058573,0.08042529232223579,0.060431402847418055,1.1742694078545783
3120.0,0.011006354651868347,-0.07490114615139165,-0.1320923159631585,21.46205029522809,0.11483431781450776,0.05718907977138513,1.1412511087852149
3160.0,-0.02792715481489709,-0.07083140206225255,-0.13138366779356356,20.39441486373915,0.1475702377962472,0.06088372962515654,1.1167821014306056
3200.0,-0.04769869666945588,-0.07286643908691208,-0.1313959483401158,15.333163981710248,0.166598168308249,0.06198824995829611,1.1073589683095786
3240.0,-0.031449301124815116,-0.07055876669355932,-0.13140847425195554,3.707545432435028,0.1520834115586576,0.060869693800179765,1.113634698921471
3280.0,0.007795201952531071,-0.06821139253735428,-0.13305637050846758,30.80748487645329,0.11404453540908839,0.05935158007552147,1.1342156983228384
