step,q5,m_t,m_id,px,py,pz,qx,qy,qz,qw
0,-1.39,f,0,0.1393597391764323,0.06264538319905598,0.9151726698133681,0.0,0.0,0.0,1
0,-1.39,f,1,0.05329154154459638,0.07458675994873046,0.8907785780164931,0.0,0.0,0.0,1
0,-1.39,f,2,0.1077424357096354,0.06275637054443362,0.8859624688042534,0.0,0.0,0.0,1
0,-1.39,f,3,0.11311317749023439,0.12883534444173175,0.875060720486111,0.0,0.0,0.0,1
0,-1.39,m,112,0.13890641784667973,0.06274929116696726,0.9152373084243464,-0.14813853194575102,-0.6137219428100072,0.774854884900627,-0.031626881163084986
1,-1.2576190476190474,f,0,0.13935909901494564,0.06265111906632134,0.9151854765518854,0.0,0.0,0.0,1
1,-1.2576190476190474,f,1,0.053290063692175815,0.0745908786939538,0.8907905406122624,0.0,0.0,0.0,1
1,-1.2576190476190474,f,2,0.10774202695100202,0.06276524518883747,0.8859733435589334,0.0,0.0,0.0,1
1,-1.2576190476190474,f,3,0.11298405191172724,0.13051293713113535,0.8748857554560124,0.0,0.0,0.0,1
1,-1.2576190476190474,m,112,0.13890521302515144,0.06275484357561387,0.9152496300522159,-0.14812350478549402,-0.6138036535685607,0.7747919145912279,-0.03165424584486982
2,-1.1252380952380951,f,0,0.13936230850219722,0.06264979189092461,0.9151736228249289,0.0,0.0,0.0,1
2,-1.1252380952380951,f,1,0.05329359817504882,0.07459193281693893,0.8907847831032494,0.0,0.0,0.0,1
2,-1.1252380952380951,f,2,0.10774492645263668,0.06276549113880504,0.8859667732932351,0.0,0.0,0.0,1
2,-1.1252380952380951,f,3,0.11268089121038266,0.1334812684492631,0.8747310888117009,0.0,0.0,0.0,1
2,-1.1252380952380951,m,112,0.1389091233234016,0.06275339570337418,0.9152395056899716,-0.1481088083426997,-0.6138066366229903,0.7747935511529851,-0.03162509795438997
3,-0.9928571428571428,f,0,0.13936126742155655,0.06264878787165103,0.9151803416376528,0.0,0.0,0.0,1
3,-0.9928571428571428,f,1,0.053291546945986534,0.07459348048334538,0.8907925189474352,0.0,0.0,0.0,1
3,-0.9928571428571428,f,2,0.1077434488379437,0.06276520405644956,0.8859711834451425,0.0,0.0,0.0,1
3,-0.9928571428571428,f,3,0.11208260843028191,0.13650122368854023,0.8747683662746262,0.0,0.0,0.0,1
3,-0.9928571428571428,m,112,0.13890759308484138,0.0627525727408273,0.9152457474689094,-0.14811698902541484,-0.6138046662643964,0.7747939116174789,-0.03161619449877631
4,-0.8604761904761904,f,0,0.13936439988878038,0.06264691196017796,0.915181793891059,0.0,0.0,0.0,1
4,-0.8604761904761904,f,1,0.053298273468017576,0.07458961961534287,0.8907835232204864,0.0,0.0,0.0,1
4,-0.8604761904761904,f,2,0.1077496310763889,0.06276155590481229,0.8859703382703992,0.0,0.0,0.0,1
4,-0.8604761904761904,f,3,0.11115612962510853,0.13940166524251307,0.8750823337131076,0.0,0.0,0.0,1
4,-0.8604761904761904,m,112,0.13891114277742345,0.06275038941052496,0.9152465060487085,-0.1481561863707605,-0.6137785039978118,0.7748056750079753,-0.031652147568792026
5,-0.728095238095238,f,0,0.1393607710096571,0.06264703759087455,0.9151752658420138,0.0,0.0,0.0,1
5,-0.728095238095238,f,1,0.05329688720703126,0.07458934699164495,0.8907769843207467,0.0,0.0,0.0,1
5,-0.728095238095238,f,2,0.10774820064968535,0.06276052941216362,0.8859641791449651,0.0,0.0,0.0,1
5,-0.728095238095238,f,3,0.10989789106580952,0.14220799018012156,0.8756320624457467,0.0,0.0,0.0,1
5,-0.728095238095238,m,112,0.1389084967788385,0.06275084865336512,0.9152423108159278,-0.14816506268882995,-0.6137612241592463,0.7748174414811759,-0.03165764194508464
6,-0.5957142857142856,f,0,0.139361183336046,0.06264954867892795,0.9151815348307291,0.0,0.0,0.0,1
6,-0.5957142857142856,f,1,0.053299009450276706,0.0745888164944119,0.8907699978298611,0.0,0.0,0.0,1
6,-0.5957142857142856,f,2,0.10775087822808156,0.06276072235107422,0.885965771484375,0.0,0.0,0.0,1
6,-0.5957142857142856,f,3,0.10828943650987416,0.14478660447862415,0.8763926500108506,0.0,0.0,0.0,1
6,-0.5957142857142856,m,112,0.13890792877820077,0.06275319780622213,0.9152460638552298,-0.14820632635512826,-0.6137364806727649,0.7748272073734792,-0.03170513891377426
7,-0.46333333333333326,f,0,0.13936219821506074,0.06264942253960504,0.9151815823025174,0.0,0.0,0.0,1
7,-0.46333333333333326,f,1,0.0533021853129069,0.07458600514729817,0.8907609225802949,0.0,0.0,0.0,1
7,-0.46333333333333326,f,2,0.1077551679823134,0.06275883712768555,0.885961998155382,0.0,0.0,0.0,1
7,-0.46333333333333326,f,3,0.10643687778049045,0.147024760945638,0.877300385199653,0.0,0.0,0.0,1
7,-0.46333333333333326,m,112,0.13890961565290177,0.06275294377852458,0.9152457910654497,-0.1482335571716438,-0.6137280449649295,0.7748269951879698,-0.03174628922800564
8,-0.3309523809523809,f,0,0.1393605332808061,0.0626492065082897,0.9152027310458095,0.0,0.0,0.0,1
