step,q5,m_t,m_id,px,py,pz,qx,qy,qz,qw
16,0.7280952380952381,f,3,0.08471117892795141,0.1396262600368924,0.8753006998697916,0.0,0.0,0.0,1
16,0.7280952380952381,m,112,0.13711560712541848,0.05355897786665935,0.9076221500318878,-0.12857362851228205,-0.5466255502177875,0.826578645665098,-0.03790873818447719
17,0.8604761904761904,f,0,0.1375849812825521,0.05344322441948785,0.9075588975694445,0.0,0.0,0.0,1
17,0.8604761904761904,f,1,0.05061464029947917,0.060397008599175364,0.8844635416666667,0.0,0.0,0.0,1
17,0.8604761904761904,f,2,0.10497154829237196,0.04835579367743598,0.8798683010525173,0.0,0.0,0.0,1
17,0.8604761904761904,f,3,0.08382144639756944,0.13726490444607212,0.8743151475694444,0.0,0.0,0.0,1
17,0.8604761904761904,m,112,0.1371131971709582,0.05355582420193419,0.9076185240453603,-0.12856143671090436,-0.5466209135133049,0.8265845752880377,-0.037887647018554224
21,1.39,f,0,0.13758677876790365,0.053452279408772785,0.907536187065972,0.0,0.0,0.0,1
21,1.39,f,1,0.05061317935519749,0.060408342488606784,0.8844798000759547,0.0,0.0,0.0,1
21,1.39,f,2,0.10496860724555121,0.04837068540785047,0.879859785970052,0.0,0.0,0.0,1
21,1.39,f,3,0.07614840138753254,0.13261189609103735,0.8848052680121526,0.0,0.0,0.0,1
21,1.39,m,112,0.1371187298833108,0.053563995127775224,0.9076015861666931,-0.12840045121162502,-0.546743503701929,0.8265330068743455,-0.03778959956976257
