step,q5,m_t,m_id,px,py,pz,qx,qy,qz,qw
0,-1.39,f,0,0.12622976241000863,0.06257044175613759,0.9403300908998001,0.0,0.0,0.0,1
0,-1.39,f,1,0.03773566889208417,0.06661784486992416,0.9228897421193679,0.0,0.0,0.0,1
0,-1.39,f,2,0.09295191831366961,0.07031250816167786,0.9143428600222564,0.0,0.0,0.0,1
0,-1.39,f,3,0.08642730854832852,0.1311952333672102,0.9384674611646073,0.0,0.0,0.0,1
0,-1.39,m,112,0.1257717113884128,0.06251479121616908,0.9404790325554047,0.07472844508139549,0.804266078301759,-0.5859888716765673,0.0647207622023219
1,-1.2576190476190474,f,0,0.12622648100419476,0.06257385964827103,0.9403388727361505,0.0,0.0,0.0,1
1,-1.2576190476190474,f,1,0.03773442294380881,0.06661619723926891,0.9228865148370915,0.0,0.0,0.0,1
1,-1.2576190476190474,f,2,0.0929509840878573,0.07031633134321735,0.9143484483198687,0.0,0.0,0.0,1
1,-1.2576190476190474,f,3,0.08603155552257191,0.13260148863358928,0.9389971008300779,0.0,0.0,0.0,1
1,-1.2576190476190474,m,112,0.1257679904237085,0.0625181778888313,0.9404883547413103,0.07474144598556995,0.8043015870737469,-0.5859298596468209,0.06479871030271357
2,-1.1252380952380951,f,0,0.12622826504177517,0.06257247221204969,0.9403418877495658,0.0,0.0,0.0,1
2,-1.1252380952380951,f,1,0.03773610831366645,0.06661667650010851,0.9228917060004342,0.0,0.0,0.0,1
2,-1.1252380952380951,f,2,0.0929540583292643,0.07031583065456816,0.9143508422851562,0.0,0.0,0.0,1
2,-1.1252380952380951,f,3,0.0852564656575521,0.13493162095811634,0.9401009779188367,0.0,0.0,0.0,1
2,-1.1252380952380951,m,112,0.12577039524000522,0.06251653243084344,0.9404899541115274,0.07474365919443919,0.8043009572404053,-0.5859323554520859,0.06478140494589253
3,-0.9928571428571428,f,0,0.12622938927544486,0.06257246619330512,0.94033713921441,0.0,0.0,0.0,1
3,-0.9928571428571428,f,1,0.03773836059570312,0.06661647949218749,0.9228852511935766,0.0,0.0,0.0,1
3,-0.9928571428571428,f,2,0.09295571289062501,0.07031514892578124,0.914344470214844,0.0,0.0,0.0,1
3,-0.9928571428571428,f,3,0.08423268178304036,0.13709898037380638,0.9414301106770834,0.0,0.0,0.0,1
3,-0.9928571428571428,m,112,0.12577197405756738,0.0625168353489467,0.9404852045798786,0.07474591539110209,0.8042899754138769,-0.5859468505624394,0.06478404045017393
4,-0.8604761904761904,f,0,0.12622887691921655,0.06257184702555338,0.9403444498697916,0.0,0.0,0.0,1
4,-0.8604761904761904,f,1,0.03773779110378689,0.0666181079440647,0.9228866482204859,0.0,0.0,0.0,1
4,-0.8604761904761904,f,2,0.09295606248643665,0.07031526184082029,0.914349296061198,0.0,0.0,0.0,1
4,-0.8604761904761904,f,3,0.08296181945800782,0.13906970248752165,0.9429428100585936,0.0,0.0,0.0,1
