q5,m_id,x,y,z
-1.39,0.0,0.14030528394911024,0.08687701772054036,0.8370871120876738
-1.39,1.0,0.05624000625610353,0.08849758724636504,0.8720636786566841
-1.39,2.0,0.0974545825534397,0.08812174021402996,0.8331570014105906
-1.39,3.0,0.11462058732774527,0.15467666558159718,0.8503873874240453
-1.2576190476190474,0.0,0.1403034508746603,0.0868919521829356,0.8370988955290422
-1.2576190476190474,1.0,0.05623162999360456,0.08847977364581565,0.872063013491423
-1.2576190476190474,2.0,0.09745269228064492,0.08812288665771485,0.8331619700556219
-1.2576190476190474,3.0,0.11422588713272762,0.15592032955003818,0.8505429541546363
-1.1252380952380951,0.0,0.1403056009928386,0.08689398718939888,0.8371058213975695
-1.1252380952380951,1.0,0.05623216637505424,0.08847870008680554,0.8720632283528648
-1.1252380952380951,2.0,0.09745560201009115,0.08812294820149741,0.8331660929361979
-1.1252380952380951,3.0,0.11336273634168838,0.15886378309461804,0.8511598117404513
-0.9928571428571428,0.0,0.1403108917236328,0.08689204813639323,0.8371044392903646
-0.9928571428571428,1.0,0.056235518052842874,0.0884817155626085,0.8720532755533854
-0.9928571428571428,2.0,0.09746162906222876,0.08812276730007595,0.8331581013997397
-0.9928571428571428,3.0,0.11211065962049695,0.16177015075683593,0.8521089518229166
-0.8604761904761904,0.0,0.14031480000813798,0.0868867202758789,0.8371005981445312
-0.8604761904761904,1.0,0.05623651987711591,0.08848509063720705,0.8720433837890624
-0.8604761904761904,2.0,0.09746630147298177,0.08812060750325522,0.8331515557183159
-0.8604761904761904,3.0,0.11050413597954646,0.16467636718750003,0.853131502278646
-0.728095238095238,0.0,0.1403216600206163,0.08688211449517144,0.8371040717230902
-0.728095238095238,1.0,0.05623978203667535,0.08848989173041451,0.8720364624023436
-0.728095238095238,2.0,0.09747429165310326,0.08811921200222439,0.8331486572265623
-0.728095238095238,3.0,0.10860113203260634,0.16777479654947916,0.8540591064453125
-0.5957142857142856,0.0,0.14032430759006076,0.08688083021375867,0.8371079413519965
-0.5957142857142856,1.0,0.05623898968166776,0.08849541642930774,0.872032269965278
-0.5957142857142856,2.0,0.09747745344373916,0.08811984100341798,0.8331490098741319
-0.5957142857142856,3.0,0.10623108876546221,0.170013279554579,0.8555923366970488
-0.46333333333333326,0.0,0.14032667806874152,0.08688362386952275,0.8371170030676801
-0.46333333333333326,1.0,0.05623937515590503,0.08849663875413978,0.8720279514478599
-0.46333333333333326,2.0,0.09748054122924801,0.08812101911461874,0.8331492919921877
-0.46333333333333326,3.0,0.1036808324067489,0.17179729096785834,0.8572221679687497
-0.3309523809523809,0.0,0.14032770140274708,0.08688729775470234,0.8371262419327444
-0.3309523809523809,1.0,0.056235978914343794,0.08849840462726095,0.8720328621242355
-0.3309523809523809,2.0,0.09748176077137824,0.08812275563115658,0.8331549762228261
-0.3309523809523809,3.0,0.10093558551954186,0.1731839599609375,0.8589216348399289
-0.19857142857142862,0.0,0.14033248969184028,0.08688902367485894,0.8371232896592883
-0.19857142857142862,1.0,0.0562346060011122,0.08849973398844403,0.872016421169705
-0.19857142857142862,2.0,0.09748640018039278,0.08812327863905163,0.8331465033637152
-0.19857142857142862,3.0,0.0980893052842882,0.174145361328125,0.8607173855251735
-0.06619047619047613,0.0,0.14033597073025175,0.08689114549424913,0.8371336927625866
-0.06619047619047613,1.0,0.05623410932752822,0.08850157928466797,0.8720154486762154
-0.06619047619047613,2.0,0.09749082794189455,0.0881245356241862,0.8331506429036456
-0.06619047619047613,3.0,0.09516685299343533,0.1747199049207899,0.8625930433485242
0.06619047619047636,0.0,0.14033761155870225,0.08689505649142795,0.8371414252387153
0.06619047619047636,1.0,0.056231344858805356,0.08850357598198787,0.872018054199219
0.06619047619047636,2.0,0.09749297705756292,0.08812641482883031,0.8331547960069443
0.06619047619047636,3.0,0.09225302751329209,0.17490254550509984,0.8644461263020834
0.19857142857142862,0.0,0.1403397254096137,0.08689606679280598,0.8371341200086808
0.19857142857142862,1.0,0.056231732262505454,0.08850471869574655,0.8720070515950522
0.19857142857142862,2.0,0.0974951182047526,0.0881271760728624,0.8331477688259551
0.19857142857142862,3.0,0.08935407155354817,0.17471487257215715,0.8662639092339407
0.3309523809523809,0.0,0.14033884412977432,0.08689834747314454,0.8371378078884548
0.3309523809523809,1.0,0.056231452263726125,0.08850586734347875,0.8720033148871527
0.3309523809523809,2.0,0.09749512719048394,0.088128490363227,0.8331450127495662
0.3309523809523809,3.0,0.08651121368408204,0.1741291592068142,0.8680133666992185
0.4633333333333334,0.0,0.14033828803168408,0.08689844546847872,0.8371454725477432
0.4633333333333334,1.0,0.056228099314371754,0.08850491010877823,0.872008147515191
